CURRENCY,CODE,IS_RATE,BS_RATE,DATE,RAW_INGESTION_TS,INGESTION_TS
Vietnamese Dong,VND,0.000053,0.000053,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
East Caribbean Dollar,XCD,0.519574,0.519574,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
South African Rand,ZAR,0.084758,0.084758,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Zambian Kwacha,ZMW,0.074647,0.074647,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Zimbabwe Gold,ZWG,0.051795,0.051795,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
United Arab Emirates Dirham,AED,0.37343,0.379917,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Netherlands Antilles Guilder,ANG,0.766264,0.779637,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Argentine Peso,ARS,0.000967,0.001009,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Australian Dollar,AUD,0.95261,0.955812,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Barbados Dollar,BBD,0.685805,0.697775,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Bermuda Dollar,BMD,1.371612,1.395551,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Brunei Dollar,BND,1.074932,1.081696,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Brazilian Real,BRL,0.260792,0.267247,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Bahamian Dollar,BSD,1.371612,1.395551,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Belize Dollar,BZD,0.685805,0.697775,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Swiss Franc,CHF,1.750115,1.736732,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Chilean Peso,CLP,0.001547,0.001495,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Chinese Renminbi (Offshore),CNH,0.198138,0.202057,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Chinese Yuan Renminbi,CNY,0.198062,0.202014,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Columbian Peso,COP,0.000371,0.000381,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Cuban Peso,CUP,0.05715,0.058148,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Czech Koruna,CZK,0.065977,0.065453,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Danish Krone,DKK,0.214819,0.215183,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Dominican Republic Peso,DOP,0.022197,0.023294,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Egyptian Pound,EGP,0.028077,0.025569,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
European Monetary Unit,EUR,1.604863,1.607952,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Pound Sterling,GBP,1.848121,1.840312,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Guyana Dollar,GYD,0.006557,0.006657,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Hong Kong Dollar,HKD,0.175553,0.177999,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Haitian Gourde,HTG,0.010489,0.010674,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Hungarian Forint,HUF,0.004179,0.004164,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Indonesian Rupiah,IDR,0.000081,0.000082,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Israeli Shekel,ILS,0.439624,0.441979,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Indian Rupees,INR,0.014987,0.014713,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Jamaican Dollar,JMD,0.008736,0.008861,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Jordan Dinar,JOD,1.935247,1.968337,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Japanese Yen,JPY,0.008743,0.008772,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Kenya Shilling,KES,0.01062,0.010739,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Cambodia Riel,KHR,0.000341,0.000348,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
South Korean Won,KRW,0.000936,0.000911,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Kuwait Dinar,KWD,4.464226,4.507591,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Cayman Island Dollar,KYD,1.672697,1.70189,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Sri Lanka Rupee,LKR,0.004419,0.004425,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Myanmar Kyat,MMK,0.000652,0.000663,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Macau Pataca,MOP,0.17044,0.172815,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Mexican Peso,MXN,0.078087,0.077352,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Malaysian Ringgit,MYR,0.345872,0.344665,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Norwegian Krone,NOK,0.140931,0.143266,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
New Zealand Dollar,NZD,0.808398,0.796092,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Panamanian Balboa,PAB,1.371612,1.395551,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Philippine Peso,PHP,0.023243,0.022972,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Polish Zloty,PLN,0.378952,0.374338,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Romanian Leu,RON,0.315075,0.315343,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Swedish Krona,SEK,0.150049,0.146495,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Singapore Dollar,SGD,1.074932,1.081696,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Suriname Dollar,SRD,0.036241,0.037314,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Thai Baht,THB,0.043383,0.042315,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Trinidad and Tobago Dollar,TTD,0.203333,0.206371,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
New Taiwan Dollar,TWD,0.043361,0.043652,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Tanzanian Shilling,TZS,0.000536,0.000538,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Uganda Shilling,UGX,0.000378,0.000371,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
U.S.Dollar,USD,1.371612,1.395551,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Uruguayan Peso,UYU,0.035081,0.034335,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Vietnamese Dong,VND,0.000052,0.000053,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
East Caribbean Dollar,XCD,0.508004,0.51687,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
South African Rand,ZAR,0.083845,0.081528,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Zambian Kwacha,ZMW,0.070556,0.072888,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
Zimbabwe Gold,ZWG,0.053226,0.054034,2026-03-31,2026-04-01T10:01:20.486341Z,2026-09-03T15:55:03.852587Z
United Arab Emirates Dirham,AED,0.375063,0.375063,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Netherlands Antilles Guilder,ANG,0.769581,0.769581,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Argentine Peso,ARS,0.000975,0.000975,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Australian Dollar,AUD,0.991147,0.991147,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Barbados Dollar,BBD,0.688775,0.688775,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Bermuda Dollar,BMD,1.377551,1.377551,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Brunei Dollar,BND,1.080135,1.080135,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Brazilian Real,BRL,0.27234,0.27234,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Bahamian Dollar,BSD,1.377551,1.377551,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Belize Dollar,BZD,0.688775,0.688775,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Swiss Franc,CHF,1.763037,1.763037,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Chilean Peso,CLP,0.001548,0.001548,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Chinese Renminbi (Offshore),CNH,0.203736,0.203736,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Chinese Yuan Renminbi,CNY,0.203522,0.203522,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Columbian Peso,COP,0.000376,0.000376,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Cuban Peso,CUP,0.057398,0.057398,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Czech Koruna,CZK,0.066177,0.066177,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Danish Krone,DKK,0.215098,0.215098,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Dominican Republic Peso,DOP,0.023424,0.023424,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Egyptian Pound,EGP,0.02638,0.02638,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
European Monetary Unit,EUR,1.607531,1.607531,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Pound Sterling,GBP,1.856869,1.856869,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Guyana Dollar,GYD,0.006598,0.006598,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Hong Kong Dollar,HKD,0.175766,0.175766,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Haitian Gourde,HTG,0.010547,0.010547,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Hungarian Forint,HUF,0.00454,0.00454,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Indonesian Rupiah,IDR,0.000077,0.000077,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Israeli Shekel,ILS,0.491377,0.491377,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Indian Rupees,INR,0.014501,0.014501,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Jamaican Dollar,JMD,0.008746,0.008746,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Jordan Dinar,JOD,1.942947,1.942947,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Japanese Yen,JPY,0.008653,0.008653,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Kenya Shilling,KES,0.010642,0.010642,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Cambodia Riel,KHR,0.000343,0.000343,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
South Korean Won,KRW,0.000914,0.000914,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Kuwait Dinar,KWD,4.45232,4.45232,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Cayman Island Dollar,KYD,1.679938,1.679938,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Sri Lanka Rupee,LKR,0.004181,0.004181,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Myanmar Kyat,MMK,0.000657,0.000657,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Macau Pataca,MOP,0.170647,0.170647,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Mexican Peso,MXN,0.079439,0.079439,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Malaysian Ringgit,MYR,0.347428,0.347428,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Norwegian Krone,NOK,0.149163,0.149163,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
New Zealand Dollar,NZD,0.824739,0.824739,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Panamanian Balboa,PAB,1.377551,1.377551,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Philippine Peso,PHP,0.022364,0.022364,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Polish Zloty,PLN,0.38035,0.38035,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Romanian Leu,RON,0.306,0.306,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Swedish Krona,SEK,0.149194,0.149194,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Singapore Dollar,SGD,1.080135,1.080135,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Suriname Dollar,SRD,0.037046,0.037046,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Thai Baht,THB,0.042328,0.042328,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Trinidad and Tobago Dollar,TTD,0.203893,0.203893,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
New Taiwan Dollar,TWD,0.043975,0.043975,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Tanzanian Shilling,TZS,0.000526,0.000526,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Uganda Shilling,UGX,0.000365,0.000365,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
U.S.Dollar,USD,1.377551,1.377551,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Uruguayan Peso,UYU,0.034314,0.034314,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Vietnamese Dong,VND,0.000052,0.000052,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
East Caribbean Dollar,XCD,0.510204,0.510204,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
South African Rand,ZAR,0.08506,0.08506,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Zambian Kwacha,ZMW,0.075173,0.075173,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
Zimbabwe Gold,ZWG,0.052091,0.052091,2026-05-31,2026-05-30T09:08:38.394474Z,2026-09-03T15:55:03.852587Z
